idx,initial,learned_real,direction
0,1.7322000000000002,1.8599354260863792,lt
1,1.5459980916030536,2.1442523395629016,lt
2,1.8155957446808513,2.195481076463555,lt
3,1.812,1.8120004997441976,lt
4,1.7602771739130432,2.294941615101313,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.61626,2.202045993507858,lt
9,1.5477580340264652,2.1434841484929823,lt
10,0.0,0.0,gt
11,70.0,70.000000499748,lt
