idx,initial,learned_real,direction
0,1.6228571428571428,1.8924244989429917,lt
1,1.4215106685632999,1.9743366731318934,lt
2,1.8521730769230769,2.2988437047453196,lt
3,1.518,1.6637610109427838,lt
4,1.7761571428571428,2.261404086057425,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.5196464471403812,2.185448264847499,lt
9,1.4234957746478873,1.9740107245569793,lt
10,0.0,0.0,gt
11,70.50458333333334,75.9703085480554,lt
