idx,initial,learned_real,direction
0,1.30405,1.7568533707094272,lt
1,1.2767791262135924,1.842115005675565,lt
2,1.5845636363636364,1.9719120196439701,lt
3,1.4420000000000002,1.6657884692297584,lt
4,1.5341178861788618,1.9519804684573892,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.3446251851851854,1.9018053843776062,lt
9,1.2774253554502368,1.8398720491376932,lt
10,0.0,0.0,gt
11,70.0,70.00000049974396,lt
