idx,initial,learned_real,direction
0,0.0,0.0,lt
1,1.155523076923077,1.6698647993333005,lt
2,1.6187380952380952,2.018963117564408,lt
3,0.0,0.0,lt
4,1.4702372881355934,1.965913732746591,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.966,0.9659995002531228,gt
8,1.3074010416666668,1.9216446388201796,lt
9,1.155523076923077,1.6698647993333005,lt
10,0.966,0.9659995002531228,gt
11,77.49300000000001,80.0,lt
