idx,initial,learned_real,direction
0,0.984,0.9840004997590855,lt
1,0.9927504,1.6250448488566596,lt
2,1.3393035714285715,2.0545035696878204,lt
3,0.0,0.0,lt
4,1.2544144144144143,1.8838053954850027,lt
5,0.0,0.0,gt
6,1.67,1.6699995002409145,gt
7,1.818,1.8179995002409146,gt
8,1.0769735849056605,1.7706902799507953,lt
9,0.9927364217252396,1.6249234751156627,lt
10,1.818,1.8179995002409146,gt
11,63.8858947368421,70.21288192489021,lt
