idx,initial,learned_real,direction
0,1.4971034482758625,1.8170746899194197,lt
1,1.5533159999999997,2.046346509556531,lt
2,1.7172456140350878,2.2242236157654807,lt
3,1.5465,1.7516635053671363,lt
4,1.6921469387755104,2.179094572726744,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.587812858052196,2.096574335115774,lt
9,1.551731778425656,2.0443613558678226,lt
10,0.0,0.0,gt
11,70.0,70.00000049974604,lt
