idx,initial,learned_real,direction
0,2.0065,2.11282567492666,lt
1,1.508437007874016,2.4564944514192835,lt
2,1.8876052631578948,2.7207009335054635,lt
3,1.79925,1.9968525612008932,lt
4,1.7840299401197608,2.6789511936798593,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.6366261859582545,2.57798563100283,lt
9,1.5123281249999998,2.4554359706971804,lt
10,0.0,0.0,gt
11,70.0,70.00000049974723,lt
