idx,initial,learned_real,direction
0,1.668625,2.0038603341757573,lt
1,1.4957521367521367,2.161016784869661,lt
2,1.9561041666666668,2.5048863690267678,lt
3,0.0,0.0,lt
4,1.8905078534031419,2.387115181144859,lt
5,0.0,0.0,gt
6,1.001,1.000999500213708,gt
7,1.313,1.312999500213708,gt
8,1.5971813333333333,2.3073151174500337,lt
9,1.4977000000000003,2.160494042802945,lt
10,1.313,1.312999500213708,gt
11,65.61992,77.30888084381019,lt
