idx,initial,learned_real,direction
0,1.1817272727272727,1.627966338200266,lt
1,1.185801749271137,1.7155298829349923,lt
2,1.547377358490566,2.051146167597332,lt
3,1.5465,1.8195524498410949,lt
4,1.4892558139534882,1.9391766042152014,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.2714849023090586,1.8607953659472813,lt
9,1.1857374461979913,1.714634708541802,lt
10,0.0,0.0,gt
11,70.0,70.00000049974678,lt
