idx,initial,learned_real,direction
0,1.4646666666666668,1.671080098368919,lt
1,1.1869747899159664,1.8609163646323785,lt
2,1.4988958333333333,2.204571714237616,lt
3,1.4125,1.5308059970378425,lt
4,1.429450980392157,2.0879791568708304,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.2743434935521687,2.0041589197502105,lt
9,1.1904315352697095,1.8595031791054852,lt
10,0.0,0.0,gt
11,70.0,70.00000049974213,lt
