idx,initial,learned_real,direction
0,1.3235999999999999,1.5136892240482178,lt
1,1.2503225806451614,1.6755152993527842,lt
2,1.4381896551724138,1.897931467308711,lt
3,0.0,0.0,lt
4,1.4160127118644066,1.8431722531936163,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.3040376492194674,1.7679239936035596,lt
9,1.2509088,1.6751712577029474,lt
10,0.0,0.0,gt
11,70.0,70.00000049974707,lt
