idx,initial,learned_real,direction
0,1.3542399999999999,1.6706409365974402,lt
1,1.4479320388349515,1.8190140809694653,lt
2,1.6011090909090913,1.9501361256853638,lt
3,1.586,1.8391293813096448,lt
4,1.5703983402489627,1.9232999704859883,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.4761318749999999,1.859806223449567,lt
9,1.4457118483412321,1.8177787269189774,lt
10,0.0,0.0,gt
11,70.0,70.00000049973089,lt
