idx,initial,learned_real,direction
0,1.1545999999999998,1.486808047177893,lt
1,1.012640677966102,1.7361771082782904,lt
2,1.4742592592592596,2.055782097783259,lt
3,1.3325,1.353964807423421,lt
4,1.3960796019900499,2.0390103575250813,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.1287646474677258,1.8916840063218947,lt
9,1.013833613445378,1.735341048037039,lt
10,0.0,0.0,gt
11,70.0,70.00000049974823,lt
