idx,initial,learned_real,direction
0,1.492,1.4920004997542633,lt
1,1.173139053254438,1.584972291960564,lt
2,1.4433749999999999,1.8952787616820375,lt
3,1.2000000000000002,1.580630865328338,lt
4,1.345902222222222,1.7518712958780571,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.263565277777778,1.7531426498961953,lt
9,1.1740796460176992,1.5849446625228953,lt
10,0.0,0.0,gt
11,70.0,70.00000049975226,lt
