idx,initial,learned_real,direction
0,0.0,0.0,lt
1,1.1295733944954127,1.960133195099893,lt
2,1.5383636363636364,2.2817932182428615,lt
3,0.0,0.0,lt
4,1.4498529411764705,2.1774489670128063,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.2465246753246755,2.152237061684068,lt
9,1.1295733944954127,1.960133195099893,lt
10,0.0,0.0,gt
11,70.0,70.00000049974679,lt
