idx,initial,learned_real,direction
0,1.1682000000000001,1.4852338106555185,lt
1,1.2128501783590964,2.0069061273076905,lt
2,1.5760476190476187,2.306196236198397,lt
3,1.3098,1.5846611821312306,lt
4,1.4891150793650791,2.2784931757886664,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.286742652329749,2.1037363385030874,lt
9,1.2120677570093457,2.0032269695275327,lt
10,0.0,0.0,gt
11,70.0,70.00000049974626,lt
