idx,initial,learned_real,direction
0,1.242375,1.771596195351037,lt
1,1.3027723463687153,1.8650131131702674,lt
2,1.6080819672131148,2.1530323101216218,lt
3,1.295,1.2950004997270124,lt
4,1.5474791666666665,2.1306962706869226,lt
5,0.0,0.0,gt
6,0.0,0.0,gt
7,0.0,0.0,gt
8,1.3753834024896265,2.005151556600535,lt
9,1.3021049723756906,1.8643378434703044,lt
10,0.0,0.0,gt
11,70.0,70.00000049975107,lt
